address,total_count,other_count,pistol_count,revolver_count,rifle_count,shotgun_count,year,month,dow,neighborhood,council_district,ward,tract,public_works_division,police_zone,fire_zone,latitude,longitude
"1200 BLOCK DICKSON ST PITTSBURGH, PA 15212",1,0,0,0,0,1,2019,1,6,Marshall-Shadeland,1,27,42003271500,1,1,1-14,40.470214299751,-80.0280790451795
"200 BLOCK MC KINLEY ST PITTSBURGH, PA 15210",1,0,1,0,0,0,2019,1,6,Knoxville,3,30,42003300100,5,3,4-7,40.4087545800782,-79.9911514567107
"6500 BLOCK HAMILTON AVE PITTSBURGH, PA 15206",1,0,1,0,0,0,2019,1,0,Larimer,9,12,42003120800,2,5,3-10,40.4589924478051,-79.9142657236002
"6500 BLOCK HAMILTON AVE PITTSBURGH, PA 15206",1,0,0,1,0,0,2019,1,0,Larimer,9,12,42003120800,2,5,3-10,40.4589924478051,-79.9142657236002
"2600 BLOCK PERRYSVILLE AVE PITTSBURGH, PA 15214",1,0,1,0,0,0,2019,1,0,Perry South,6,26,42003261500,1,1,1-23,40.4711827668287,-80.0084511227419
"200 BLOCK ADDISON ST PITTSBURGH, PA 15219",1,0,1,0,0,0,2019,1,1,Terrace Village,6,5,42003051100,3,2,2-1,40.4421028203366,-79.9767087002062
"2ND AVE & FLOWERS AVE PITTSBURGH, PA 15207",1,0,1,0,0,0,2019,1,2,Hazelwood,5,15,42003562300,3,4,2-13,40.4099970544861,-79.9440805031567
"900 BLOCK MEMORY LN PITTSBURGH, PA 15219",1,0,1,0,0,0,2019,1,2,Bedford Dwellings,6,5,42003050900,3,2,2-1,40.449061253082,-79.9809055382023
"WEBSTER & JUNILA PITTSBURGH, PA 15219",1,0,1,0,0,0,2019,1,2,Middle Hill,6,5,42003050100,3,2,2-5,40.4496273659038,-79.9725263344249
"CHANCE WAY & TULLYMET ST PITTSBURGH, PA 15207",1,0,0,1,0,0,2019,1,2,Hazelwood,5,15,42003562900,3,4,2-13,40.4151473194216,-79.9441311956726
"7200 BLOCK MT VERNON ST PITTSBURGH, PA 15208",1,0,0,1,0,0,2019,1,2,Homewood North,9,13,42003130100,2,5,3-17,40.4611940783522,-79.8944010830047
"7000 BLOCK HAMILTON AVE PITTSBURGH, PA 15208",1,0,1,0,0,0,2019,1,2,Homewood South,9,13,42003130300,2,5,3-17,40.4557013748821,-79.9021898717394
"200 BLOCK MARSDEN ST PITTSBURGH, PA 15207",1,0,1,0,0,0,2019,1,2,Hazelwood,5,15,42003562300,3,4,2-13,40.4108155301279,-79.9421855731169
"2900 BLOCK GLEN MAWR ST PITTSBURGH, PA 15204",1,0,1,0,0,0,2019,1,2,Sheraden,2,20,42003562500,5,6,1-16,40.4551893197363,-80.0512621204587
"FELICIA WAY & N LANG AVE PITTSBURGH, PA 15208",1,0,1,0,0,0,2019,1,3,Homewood South,9,13,42003130300,2,5,3-17,40.4574421648646,-79.8987161474731
"E ELIZABETH ST & GERTRUDE ST PITTSBURGH, PA 15207",1,0,0,1,0,0,2019,1,3,Hazelwood,5,15,42003562300,3,4,2-13,40.4073803176081,-79.9416184137479
"MELWOOD AVE & JEWEL ST PITTSBURGH, PA 15219",1,0,1,0,0,0,2019,1,3,Polish Hill,7,6,42003060500,6,2,2-6,40.4583561222949,-79.9631341626806
"PERRYSVILLE AVE & LEGION WAY PITTSBURGH, PA 15214",1,1,0,0,0,0,2019,1,3,Perry South,6,26,42003261500,1,1,1-23,40.4714561247133,-80.008942803462
"900 BLOCK LIBERTY AVE PITTSBURGH, PA 15222",1,0,0,1,0,0,2019,1,4,Central Business District,6,2,42003020100,6,2,1-3,40.4429453058994,-79.9979394801918
"CEDAR AVE & EAST OHIO ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2019,1,4,Allegheny Center,1,22,42003562700,1,1,1-6,40.4533202108365,-80.0016971625207
"CALIFORNIA AVE & BRIGHTON PL PITTSBURGH, PA 15212",1,0,1,0,0,0,2019,1,4,California-Kirkbride,6,25,42003250700,1,1,1-9,40.4595202164001,-80.0177198324633
"1700 BLOCK BELLEAU DR PITTSBURGH, PA 15212",1,0,0,1,0,0,2019,1,4,Fineview,6,25,42003250900,1,1,1-10,40.460310552493,-80.0069833937371
"1200 BLOCK SHEFFIELD ST PITTSBURGH, PA 15233",1,0,0,1,0,0,2019,1,4,Manchester,6,21,42003210700,1,1,1-8,40.4538946562779,-80.0227497678265
"BENNETT ST & OAKWOOD ST PITTSBURGH, PA 15221",1,0,0,1,0,0,2019,1,4,Homewood South,9,13,42003130400,2,5,3-17,40.4540344303134,-79.8856522299568
"WEBSTER AVE & MORGAN ST PITTSBURGH, PA 15219",1,0,1,0,0,0,2019,1,4,Middle Hill,6,5,42003050100,3,2,2-5,40.4511573827113,-79.9689239466568
"200 BLOCK SUNCREST ST PITTSBURGH, PA 15210",1,0,1,0,0,0,2019,1,4,Knoxville,3,30,42003300100,5,3,4-7,40.4104130633895,-79.9903900532115
"7700 BLOCK KELLY ST PITTSBURGH, PA 15221",1,0,0,0,0,1,2019,1,4,Homewood South,9,13,42003130400,2,5,3-17,40.4535980266957,-79.8885393018747
"PENN AVE & 26TH ST PITTSBURGH, PA 15222",1,0,1,0,0,0,2019,1,4,Strip District,7,2,42003020300,6,2,2-25,40.4549123922245,-79.97844825202
"3000 BLOCK JANE ST PITTSBURGH, PA 15203",1,0,1,0,0,0,2019,1,5,South Side Slopes,3,16,42003160800,3,3,4-24,40.4232146388069,-79.9650175863571
"CENTRE AVE & ERIN ST PITTSBURGH, PA 15219",1,0,0,1,0,0,2019,1,5,Middle Hill,6,5,42003050100,3,2,2-1,40.4443505785035,-79.9789025999371
"1600 BLOCK SPRING GARDEN AVE PITTSBURGH, PA 15212",1,0,1,0,0,0,2019,1,6,Spring Garden,1,26,42003241200,1,1,1-11,40.466162807489,-79.9852949634079
"1200 BLOCK DICKSON ST PITTSBURGH, PA 15212",1,0,0,0,0,1,2019,1,6,Marshall-Shadeland,1,27,42003271500,1,1,1-14,40.470214299751,-80.0280790451795
"200 BLOCK MC KINLEY ST PITTSBURGH, PA 15210",1,0,1,0,0,0,2019,1,6,Knoxville,3,30,42003300100,5,3,4-7,40.4087545800782,-79.9911514567107
"STAYTON ST & HODGKISS ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2019,2,0,Marshall-Shadeland,1,27,42003270400,1,1,1-9,40.4675342497851,-80.0266531512893
"STAYTON ST & HODGKISS ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2019,2,0,Marshall-Shadeland,1,27,42003270400,1,1,1-9,40.4675342497851,-80.0266531512893
"400 BLOCK BELTZHOOVER AVE PITTSBURGH, PA 15210",1,0,1,0,0,0,2019,2,1,Beltzhoover,3,18,42003562400,5,3,4-21,40.4190222319413,-79.9975170577404
"KENNEDY AVE & VETERAN ST PITTSBURGH, PA 15214",1,0,0,0,1,0,2019,2,1,Perry South,1,26,42003261500,1,1,1-23,40.4743569710031,-80.0094436012715
"ROSETTA ST & N AIKEN AVE PITTSBURGH, PA 15206",1,0,1,0,0,0,2019,2,1,Garfield,9,11,42003111400,2,5,3-4,40.4670033098005,-79.9350319465578
"300 BLOCK MOORE AVE PITTSBURGH, PA 15210",1,0,1,0,0,0,2019,2,1,Knoxville,3,30,42003300100,5,3,4-7,40.4113600917377,-79.9930100472604
"800 BLOCK LIBERTY AVE PITTSBURGH, PA 15222",1,0,1,0,0,0,2019,2,1,Central Business District,6,2,42003020100,6,2,1-3,40.4426863590683,-79.9989191960258
"5100 BLOCK BLAIR ST PITTSBURGH, PA 15207",1,0,1,0,0,0,2019,2,1,Hazelwood,5,15,42003562900,3,4,2-13,40.4065376745053,-79.9464580047679
"3900 BLOCK BRIGHTON RD PITTSBURGH, PA 15212",1,0,1,0,0,0,2019,2,2,Brighton Heights,1,27,42003270800,1,1,1-14,40.4872458760141,-80.0376742729702
"800 BLOCK WOODLOW ST PITTSBURGH, PA 15205",1,0,1,0,0,0,2019,2,2,Crafton Heights,2,28,42003281400,5,6,1-17,40.4469481871268,-80.0511643268968
"BRIGHTON HEIGHTS BLVD & MOALE ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2019,2,2,Brighton Heights,1,27,42003270100,1,1,1-14,40.480507433727,-80.043108824518
"5500 BLOCK BLACK ST PITTSBURGH, PA 15206",1,0,1,0,0,0,2019,2,2,Garfield,9,11,42003111400,2,5,3-4,40.4693956489147,-79.9298807872568
"5100 BLOCK BROAD ST PITTSBURGH, PA 15224",1,0,1,0,0,0,2019,2,4,Garfield,9,10,42003101700,2,5,3-4,40.4664598428219,-79.9424934567213
"300 BLOCK ZARA ST PITTSBURGH, PA 15210",1,0,1,0,0,0,2019,2,4,Knoxville,3,30,42003300100,5,3,4-6,40.4157793577632,-79.9930932371762
"1200 BLOCK MOHLER ST PITTSBURGH, PA 15221",1,0,1,0,0,0,2019,2,4,Homewood North,9,13,42003130100,2,5,3-17,40.4593708354313,-79.8864602237102
"300 BLOCK PENFORT ST PITTSBURGH, PA 15214",1,0,0,0,0,1,2019,2,4,Northview Heights,1,26,42003260900,1,1,1-13,40.4747944211657,-80.0019679164087
"400 BLOCK SIMMS ST PITTSBURGH, PA 15211",1,0,0,1,0,0,2019,2,5,Mount Washington,2,19,42003191400,5,3,4-27,40.422559135022,-80.0126575125873
"300 BLOCK SWEETBRIAR ST PITTSBURGH, PA 15211",1,0,0,1,0,0,2019,2,5,Duquesne Heights,2,19,42003191100,5,3,4-1,40.4373202157607,-80.0221206695261
"ISABELLA ST & ANDERSON ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2019,2,5,North Shore,1,23,42003563200,6,1,1-20,40.4482264470994,-80.0005063505348
"<100 BLOCK KENWOOD AVE PITTSBURGH, PA 15214",1,0,0,1,0,0,2019,2,5,Perry South,6,26,42003261400,1,1,1-12,40.469511833632,-80.0086179636063
"6500 BLOCK HAMILTON AVE PITTSBURGH, PA 15206",1,0,1,0,0,0,2019,2,6,Larimer,9,12,42003120800,2,5,3-10,40.4589924478051,-79.9142657236002
"EUREKA ST & HARWOOD WAY PITTSBURGH, PA 15211",1,0,1,0,0,0,2019,2,6,Mount Washington,3,18,42003180700,5,3,4-5,40.4238919307977,-80.0038742575457
"GREEN ST & WYLIE AVE PITTSBURGH, PA 15219",1,0,1,0,0,0,2019,2,6,Crawford-Roberts,6,3,42003030500,3,2,2-1,40.4438556201998,-79.9816778966676
"500 BLOCK FORELAND ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2019,3,0,East Allegheny,1,23,42003563200,1,1,1-6,40.4543086849244,-80.0008356602583
"KELLY ST & STERRETT ST PITTSBURGH, PA 15208",1,0,1,0,0,0,2019,3,0,Homewood South,9,13,42003130300,2,5,3-17,40.4550506471857,-79.8948684002748
"HAMILTON AVE & STERRETT ST PITTSBURGH, PA 15208",1,0,1,0,0,0,2019,3,1,Homewood South,9,13,42003130300,2,5,3-17,40.4541130332132,-79.8952339779732
"1600 BLOCK BROADWAY AVE PITTSBURGH, PA 15216",1,0,0,1,0,0,2019,3,1,Beechview,4,19,42003191600,5,6,4-28,40.4104849026848,-80.0249864202737
"900 BLOCK PENN AVE PITTSBURGH, PA 15222",1,0,0,1,0,0,2019,3,1,Central Business District,6,2,42003020100,6,2,1-3,40.4436186700538,-79.9980468769971
"EAST ST & MILROY ST PITTSBURGH, PA 15214",1,0,0,1,0,0,2019,3,1,Northview Heights,1,26,42003260900,1,1,1-13,40.476840211175,-80.0067580530501
"2700 BLOCK SHELTON AVE PITTSBURGH, PA 15214",1,0,0,1,0,0,2019,3,1,Perry South,6,26,42003261500,1,1,1-23,40.4725585139502,-80.0118714896004
"1300 BLOCK 5TH AVE PITTSBURGH, PA 15219",1,0,1,0,0,0,2019,3,1,Bluff,6,1,42003010300,3,2,2-4,40.4384748080306,-79.9881447048639
"800 BLOCK S MILVALE ST PITTSBURGH, PA 15213",1,0,0,1,0,0,2019,3,2,Bloomfield,7,8,42003080400,2,5,2-23,40.4549388237613,-79.9480369522114
"JOHNSTON AVE & COVE PL PITTSBURGH, PA 15207",1,0,1,0,0,0,2019,3,2,Glen Hazel,5,15,42003562300,3,4,2-13,40.4094735709365,-79.9261396235725
"6300 BLOCK JOSEPH ST PITTSBURGH, PA 15206",1,0,1,0,0,0,2019,3,2,Larimer,9,12,42003120400,2,5,3-12,40.4665549044083,-79.9112237857593
"7600 BLOCK KELLY ST PITTSBURGH, PA 15208",1,0,1,0,0,0,2019,3,3,Homewood South,9,13,42003130400,2,5,3-17,40.4539698426454,-79.8906641290753
"3200 BLOCK MCCLURE AVE PITTSBURGH, PA 15212",1,0,1,0,0,0,2019,3,3,Marshall-Shadeland,1,27,42003271500,1,1,1-14,40.4742503921227,-80.0348626165511
"5200 BLOCK LOTUS WAY PITTSBURGH, PA 15201",1,0,1,0,0,0,2019,3,3,Upper Lawrenceville,7,10,42003101100,2,2,3-5,40.4785434201092,-79.9517379593867
"7700 BLOCK TUSCARORA ST PITTSBURGH, PA 15221",1,0,0,1,0,0,2019,3,3,Point Breeze,9,14,42003140600,3,4,3-14,40.4457850574784,-79.8943157412128
"100 BLOCK RHINE PL PITTSBURGH, PA 15212",1,0,1,0,0,0,2019,3,3,Spring Hill-City View,1,24,42003262000,1,1,1-24,40.4653596489546,-79.9920418451489
"N CHARLES ST & PERRYSVILLE AVE PITTSBURGH, PA 15214",1,0,1,0,0,0,2019,3,3,Perry South,6,26,42003261400,1,1,1-23,40.4710138335634,-80.0086016916314
"2100 BLOCK BEDFORD AVE PITTSBURGH, PA 15219",1,0,0,0,1,0,2019,3,3,Middle Hill,6,5,42003050100,3,2,2-1,40.4470578842206,-79.9806857398547
"900 BLOCK N LINCOLN AVE PITTSBURGH, PA 15233",1,0,1,0,0,0,2019,3,3,Allegheny West,1,22,42003562700,1,1,1-7,40.4512027400746,-80.016517610987
"2500 BLOCK CHAUNCEY DR PITTSBURGH, PA 15219",1,0,1,0,0,0,2019,3,4,Bedford Dwellings,6,5,42003050900,3,2,2-5,40.4509833047534,-79.9738397090324
"<100 BLOCK SYLVANIA AVE PITTSBURGH, PA 15210",1,0,1,0,0,0,2019,3,4,Beltzhoover,3,18,42003562400,5,3,4-16,40.4173352826114,-80.0046941055188
"900 BLOCK N. LINCOLN AVE PITTSBURGH, PA 15219",1,0,1,0,0,0,2019,3,4,Allegheny West,1,22,42003562700,1,1,1-7,40.4512027400746,-80.016517610987
"200 BLOCK MONASTERY AVE PITTSBURGH, PA 15203",1,0,0,0,0,1,2019,3,5,South Side Slopes,3,17,42003170600,3,3,4-3,40.4218188745796,-79.984438949602
"W WARRINGTON AVE & SAW MILL RUN BLVD PITTSBURGH, PA 15226",1,0,1,0,0,0,2019,3,5,Mount Washington,4,19,42003562400,5,3,4-28,40.4150818826326,-80.0113595839747
"200 BLOCK HAZELWOOD AVE PITTSBURGH, PA 15207",1,0,1,0,0,0,2019,3,5,Hazelwood,5,15,42003562300,3,4,2-13,40.4118107764474,-79.9415377721328
"BIRMINGHAM BRG & E CARSON ST PITTSBURGH, PA 15203",1,0,1,0,0,0,2019,3,6,South Side Flats,3,16,42003160900,3,3,4-24,40.4283706493669,-79.9736110511252
"N LANG AVE & IDLEWILD ST PITTSBURGH, PA 15208",1,0,1,0,0,0,2019,4,0,Homewood North,9,13,42003130100,2,5,3-17,40.4586902914696,-79.8982274916388
"MCKEES ROCKS BRG & HELEN ST PITTSBURGH, PA 15136",1,0,1,0,0,0,2019,3,6,,,,42003459201,,OSC,,40.4524482562588,-80.1143221958063
"ROLAND ST & S 17TH ST PITTSBURGH, PA 15203",1,0,0,1,0,0,2019,4,0,South Side Flats,3,17,42003170200,3,3,4-24,40.4285333139242,-79.9820855691364
"PENN AVE & S BRADDOCK AVE PITTSBURGH, PA 15221",1,0,1,0,0,0,2019,4,0,Point Breeze,9,14,42003140600,3,4,3-14,40.4471406664877,-79.8951649869709
"6000 BLOCK CENTRE AVE PITTSBURGH, PA 15206",1,0,1,0,0,0,2019,4,0,Shadyside,8,7,42003070800,2,4,3-11,40.4597621478199,-79.9248109598837
"7500 BLOCK KELLY ST PITTSBURGH, PA 15208",1,0,1,0,0,0,2015,1,0,,,,,,5,,,
"500 BLOCK FORELAND ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2019,4,0,East Allegheny,1,23,42003563200,1,1,1-6,40.4543086849244,-80.0008356602583
"500 BLOCK WILLIAM PENN PL PITTSBURGH, PA 15219",1,0,1,0,0,0,2019,4,1,,,,,,2,,,
"1900 BLOCK CENTRE AVE PITTSBURGH, PA 15219",1,0,1,0,0,0,2019,4,1,Crawford-Roberts,6,3,42003030500,3,2,2-1,40.4431918218873,-79.9809089877974
"400 BLOCK IBIS WAY PITTSBURGH, PA 15210",1,0,1,0,0,0,2019,4,1,,,,,,3,,,
"FEDERAL STN & E JEFFERSON ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2019,4,1,Fineview,6,25,42003250300,1,1,1-10,40.4595018914979,-80.0084525175633
"3600 BLOCK SMALLMAN ST PITTSBURGH, PA 15201",1,0,1,0,0,0,2019,4,1,Lower Lawrenceville,7,6,42003060300,2,2,3-3,40.466107129615,-79.9669741992385
"900 BLOCK FREEPORT RD PITTSBURGH, PA 15215",1,0,1,0,0,0,2019,4,2,Lincoln-Lemington-Belmar,9,12,42003980000,2,5,3-24,40.4861185015656,-79.8923529450752
"WEST LIBERTY AVE & CAPE MAY AVE PITTSBURGH, PA 15226",1,0,1,0,0,0,2019,4,2,Brookline,4,19,42003191700,5,6,4-28,40.4084568081742,-80.0177831164167
"PRESSLEY ST & KILDAY WAY PITTSBURGH, PA 15212",1,0,1,0,0,0,2019,4,2,East Allegheny,1,23,42003563200,1,1,1-20,40.4519265837938,-79.9995514770276
"WAITE ST & SPRING ST PITTSBURGH, PA 15210",1,0,1,0,0,0,2019,4,2,Arlington,3,16,42003561600,3,3,4-8,40.4172288228176,-79.9777310697161
"2200 BLOCK WYLIE AVE PITTSBURGH, PA 15219",1,0,1,0,0,0,2019,4,2,Middle Hill,6,5,42003050100,3,2,2-5,40.4458872927982,-79.9763280372264
"2200 BLOCK WYLIE AVE PITTSBURGH, PA 15219",1,0,1,0,0,0,2019,4,2,Middle Hill,6,5,42003050100,3,2,2-5,40.4458872927982,-79.9763280372264
"300 BLOCK CRAFT AVE PITTSBURGH, PA 15213",1,0,1,0,0,0,2019,4,3,South Oakland,3,4,42003040900,3,4,2-10,40.4353578534006,-79.9613530522747
"HAMILTON AVE & BRUSHTON AVE PITTSBURGH, PA 15221",1,0,1,0,0,0,2019,4,3,Homewood South,9,13,42003130400,2,5,3-17,40.4527333267435,-79.8891937412148
"ORCHLEE ST & CALIFORNIA AVE PITTSBURGH, PA 15212",1,0,1,0,0,0,2019,4,3,Brighton Heights,1,27,42003270100,1,1,1-14,40.4810729787033,-80.041383071904
"200 BLOCK PROVOST RD PITTSBURGH, PA 15227",1,0,1,0,0,0,2019,4,3,Overbrook,4,32,42003320700,5,3,4-25,40.3779580870018,-79.9939151245642
"800 BLOCK BRUSHTON AVE PITTSBURGH, PA 15221",1,0,1,0,0,0,2019,4,3,Homewood South,9,13,42003130400,2,5,3-17,40.4546298092284,-79.8884409987312
"1300 BLOCK CHICAGO ST PITTSBURGH, PA 15214",1,0,0,1,0,0,2019,4,3,Northview Heights,1,26,42003260900,1,1,1-13,40.4780460801605,-80.0018064639388
"3300 BLOCK TUXEDO ST PITTSBURGH, PA 15204",1,0,1,0,0,0,2019,4,3,Sheraden,2,20,42003202200,5,6,1-16,40.4542687164686,-80.0677843155879
"100 BLOCK TECUMSEH ST PITTSBURGH, PA 15207",1,0,1,0,0,0,2019,4,4,,,,,,4,,,
"WADSWORTH ST & CHAMPIONS DR PITTSBURGH, PA 15213",1,0,1,0,0,0,2019,4,4,Terrace Village,6,5,42003051000,3,2,2-10,40.4433851396466,-79.9660662505399
"700 BLOCK ROLLA ST PITTSBURGH, PA 15214",1,0,0,1,0,0,2019,4,4,,,,,,1,,,
"BROWNSVILLE RD & HAZELDELL ST PITTSBURGH, PA 15210",1,0,1,0,0,0,2019,4,4,Carrick,4,29,42003290400,3,3,4-12,40.3907813517632,-79.9863139434607
"7000 BLOCK FRANKSTOWN AVE PITTSBURGH, PA 15208",1,0,1,0,0,0,2019,4,4,Homewood South,9,13,42003130300,2,5,3-17,40.4584818161404,-79.9010876084501
"100 BLOCK AMANDA AVE PITTSBURGH, PA 15210",1,0,1,0,0,0,2019,4,4,Carrick,4,29,42003290200,3,3,4-12,40.4008838787087,-79.988436607001
"N MATHILDA ST & STIEB WAY PITTSBURGH, PA 15224",1,0,0,1,0,0,2019,4,4,Garfield,9,10,42003101600,2,5,3-4,40.4703489903932,-79.9441351111529
"1600 BLOCK SPRING GARDEN AVE PITTSBURGH, PA 15214",1,0,1,0,0,0,2019,4,5,Spring Garden,1,26,42003241200,1,1,1-11,40.466162807489,-79.9852949634079
"<100 BLOCK PENELOPE ST PITTSBURGH, PA 15211",1,0,0,0,0,1,2019,4,5,Mount Washington,2,19,42003191400,5,3,4-27,40.4235920040696,-80.0120915543516
"SIDNEY ST & SARAH ST PITTSBURGH, PA 15203",1,0,1,0,0,0,2019,4,5,South Side Flats,3,16,42003160900,3,3,4-24,40.4250048273313,-79.961454614459
"1600 BLOCK CRUCIBLE ST PITTSBURGH, PA 15205",1,0,0,1,0,0,2019,4,5,Crafton Heights,2,28,42003281400,5,6,1-17,40.4474571296139,-80.0517211557198
"100 BLOCK W NORTH AVE PITTSBURGH, PA 15212",1,0,0,1,0,0,2019,4,5,Central Northside,1,22,42003220600,1,1,1-6,40.4557946498748,-80.0056556188929
"1200 BLOCK ITIN ST PITTSBURGH, PA 15212",1,0,0,1,0,0,2019,4,5,Spring Hill-City View,1,24,42003262000,1,1,1-24,40.4620502777626,-79.9921856302151
"6000 BLOCK PENN AVE PITTSBURGH, PA 15206",1,0,1,0,0,0,2019,4,6,East Liberty,9,8,42003111500,2,5,3-8,40.4611889439979,-79.9247104221077
"700 BLOCK GRANT ST PITTSBURGH, PA 15219",1,0,1,0,0,0,2019,4,6,Central Business District,6,2,42003020100,6,2,1-3,40.4422741604836,-79.9945318961147
"7100 BLOCK IDLEWILD ST PITTSBURGH, PA 15208",1,0,1,0,0,0,2019,4,6,Homewood North,9,13,42003130200,2,5,3-17,40.4586745531367,-79.8981961366599
"5400 BLOCK MOSSFIELD ST PITTSBURGH, PA 15224",1,0,1,0,0,0,2019,4,6,,,,,,5,,,
"SOUTH SIDE AVE & MATHIAS ST PITTSBURGH, PA 15212",1,0,0,1,0,0,2019,4,6,Spring Hill-City View,1,26,42003262000,1,1,1-11,40.4701131244567,-79.9953897638643
"1600 BLOCK PENNSYLVANIA AVE PITTSBURGH, PA 15233",1,0,1,0,0,0,2019,5,0,Chateau,6,21,42003980600,1,1,1-8,40.4532912780807,-80.0290513257979
"5500 BLOCK WILKINS AVE PITTSBURGH, PA 15217",1,0,1,0,0,0,2019,5,0,Squirrel Hill North,8,14,42003140100,3,4,2-8,40.4451834671071,-79.930217104864
"700 BLOCK HARGROVE ST PITTSBURGH, PA 15226",1,0,1,0,0,0,2019,5,0,Mount Washington,4,19,42003191500,5,3,4-28,40.4144850462874,-80.0129249619813
"BENNETT ST & DURANGO WAY PITTSBURGH, PA 15221",1,0,1,0,0,0,2019,5,1,Homewood South,9,13,42003130400,2,5,3-17,40.4547339763123,-79.8890271535072
"3000 BLOCK ZEPHYR AVE PITTSBURGH, PA 15204",1,0,1,0,0,0,2019,5,1,Sheraden,2,20,42003562500,5,6,1-16,40.4563216705103,-80.0534504413852
"7200 BLOCK WILTSIE ST PITTSBURGH, PA 15206",1,0,0,1,0,0,2019,5,1,,,,,,5,,,
"BECKS RUN RD & E CARSON ST PITTSBURGH, PA 15203",1,0,1,0,0,0,2019,5,1,South Side Flats,3,16,42003160900,3,3,4-24,40.4110325517692,-79.9555266961817
"WORTHINGTON ST & RUGBY ST PITTSBURGH, PA 15206",1,0,1,0,0,0,2019,5,1,Lincoln-Lemington-Belmar,9,12,42003561900,2,5,3-18,40.4688311540306,-79.8905699827626
"100 BLOCK HAZLETT ST PITTSBURGH, PA 15214",1,0,1,0,0,0,2019,5,1,Northview Heights,1,26,42003260900,1,1,1-13,40.4771220938325,-80.0016475315907
"2400 BLOCK PERRYSVILLE AVE PITTSBURGH, PA 15214",1,0,0,1,0,0,2015,2,1,,,,,,1,,,
"7200 BLOCK FRANKSTOWN AVE PITTSBURGH, PA 15208",1,0,1,0,0,0,2019,5,1,Homewood South,9,13,42003130300,2,5,3-17,40.4573889155008,-79.8962697960688
"900 BLOCK CHARTIERS AVE PITTSBURGH, PA 15220",1,0,1,0,0,0,2019,5,1,Elliott,2,20,42003562600,5,6,1-17,40.4434777498736,-80.0396862307786
"3300 BLOCK FLEMING AVE PITTSBURGH, PA 15212",1,0,1,0,0,0,2019,5,2,Brighton Heights,1,27,42003270300,1,1,1-14,40.4754296815228,-80.0374128694732
"RIPPEY ST & N ST CLAIR ST PITTSBURGH, PA 15206",1,0,1,0,0,0,2019,5,2,East Liberty,9,11,42003111500,2,5,3-8,40.4659610076083,-79.926931574994
"400 BLOCK OAK HILL DR PITTSBURGH, PA 15213",1,0,0,0,0,1,2019,5,2,Terrace Village,6,5,42003051000,3,2,2-10,40.4421119178117,-79.9696700853153
"2900 BLOCK MULLINS ST PITTSBURGH, PA 15212",1,0,0,0,0,1,2019,5,2,Marshall-Shadeland,1,27,42003271500,1,1,1-14,40.4704113247902,-80.0319630518536
"1300 BLOCK NOLAN CT PITTSBURGH, PA 15221",1,0,1,0,0,0,2019,5,2,,,,,,5,,,
"BAUSMAN ST & GRAPE ST PITTSBURGH, PA 15210",1,0,1,0,0,0,2019,5,2,Knoxville,3,30,42003300100,5,3,4-7,40.4144110705582,-79.9891527470879
"7400 BLOCK KELLY ST PITTSBURGH, PA 15208",1,0,1,0,0,0,2019,5,3,,,,,,5,,,
"1900 BLOCK 5TH AVE PITTSBURGH, PA 15219",1,0,1,0,0,0,2019,5,3,Westwood,2,28,42003563100,5,6,1-18,40.4359838396036,-80.0520420475639
"FRANKSTOWN AVE & N HOMEWOOD AVE PITTSBURGH, PA 15208",1,0,1,0,0,0,2019,5,3,Homewood South,9,13,42003130300,2,5,3-17,40.457404655664,-79.8963011488784
"400 BLOCK ORCHARD PL PITTSBURGH, PA 15210",1,0,0,1,0,0,2019,5,3,Knoxville,3,30,42003300100,5,3,4-21,40.4177480917847,-79.9955599385507
"<100 BLOCK ROBERTS ST PITTSBURGH, PA 15219",1,0,1,0,0,0,2019,5,3,Crawford-Roberts,6,3,42003030500,3,2,2-1,40.4450145852625,-79.9853083557086
"HAZLETT ST & MT PLEASANT RD PITTSBURGH, PA 15214",1,0,1,0,0,0,2019,5,3,Northview Heights,1,26,42003260900,1,1,1-13,40.4777501250849,-80.0001892400117
"1500 BLOCK BARR AVE PITTSBURGH, PA 15205",1,0,1,0,0,0,2019,5,4,,,,42003563100,,6,,40.4364694383547,-80.0582577439597
"7400 BLOCK MONTICELLO ST PITTSBURGH, PA 15208",1,0,0,0,1,0,2019,5,4,Homewood North,9,13,42003130200,2,5,3-17,40.4583216061301,-79.8910159259068
"CALIFORNIA AVE & BOSTON ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2019,5,4,Marshall-Shadeland,1,27,42003271500,1,1,1-14,40.4694547406701,-80.0357811744927
"5300 BLOCK BROWN WAY PITTSBURGH, PA 15224",1,0,1,0,0,0,2019,5,4,Garfield,9,10,42003101700,2,5,3-4,40.4669739559185,-79.9379258704707
"5200 BLOCK KINCAID ST PITTSBURGH, PA 15224",1,0,1,0,0,0,2019,5,4,Garfield,9,10,42003101700,2,5,3-4,40.4666775320538,-79.9394574866715
