address,total_count,other_count,pistol_count,revolver_count,rifle_count,shotgun_count,year,month,dow,neighborhood,council_district,ward,tract,public_works_division,police_zone,fire_zone,latitude,longitude
"7900 BLOCK INGLENOOK PL PITTSBURGH, PA 15221",1,0,1,0,0,0,2015,6,2,Homewood South,9,13,42003130400,2,5,3-17,40.4511436737594,-79.8857405982737
"7TH AVE & GRANT ST PITTSBURGH, PA 15219",1,0,1,0,0,0,2015,6,2,Central Business District,6,2,42003020100,6,2,1-3,40.44216497399,-79.994961740797
"900 BLOCK N LINCOLN AVE PITTSBURGH, PA 15233",1,0,0,0,1,0,2015,6,2,Allegheny West,1,22,42003562700,1,1,1-7,40.4512027400746,-80.016517610987
"SHETLAND ST & TRIPOD WAY PITTSBURGH, PA 15206",1,0,0,1,0,0,2015,6,2,Larimer,9,12,42003120800,2,5,3-12,40.4612189529152,-79.9077481406262
"2100 BLOCK PARKLYN ST PITTSBURGH, PA 15234",1,0,1,0,0,0,2015,6,2,Overbrook,4,32,42003320700,5,3,4-25,40.387630891864,-80.005436109052
"2400 BLOCK BEDFORD AVE PITTSBURGH, PA 15219",1,0,0,1,0,0,2015,6,2,Middle Hill,6,5,42003050100,3,2,2-5,40.4496143418734,-79.9742739984904
"5600 BLOCK SECOND AVE PITTSBURGH, PA 15207",1,0,0,0,1,0,2015,6,2,Hazelwood,5,15,42003562300,3,4,2-13,40.4008034116569,-79.9390660171278
"<100 BLOCK EDITH PL PITTSBURGH, PA 15213",1,0,0,1,0,0,2015,6,2,South Oakland,3,4,42003040900,3,4,2-11,40.4331373326213,-79.9548876539835
"100 BLOCK PASADENA PITTSBURGH, PA 15211",1,0,1,0,0,0,2015,6,2,Mount Washington,3,18,42003180700,5,3,4-5,40.4222572657219,-80.0018270421542
"ECKSTEIN PL & WADSWORTH ST PITTSBURGH, PA 15213",1,0,1,0,0,0,2015,6,2,Terrace Village,6,5,42003051000,3,2,2-10,40.4428327005728,-79.968153155952
"1000 BLOCK WOODLOW ST PITTSBURGH, PA 15205",1,0,0,0,1,0,2015,6,2,Crafton Heights,2,28,42003281400,5,6,1-17,40.4458030664507,-80.0523889710639
"BROWNSVILLE RD & BISCAYNE DR PITTSBURGH, PA 15210",1,0,1,0,0,0,2015,6,3,Carrick,4,29,42003290400,3,3,4-12,40.3873323835433,-79.9838018056624
"SEDGWICK ST & N FRANKLIN ST PITTSBURGH, PA 15233",1,0,1,0,0,0,2015,6,3,Manchester,6,21,42003210700,1,1,1-8,40.4566080012672,-80.0230418639842
"7300 BLOCK KELLY ST PITTSBURGH, PA 15208",1,0,1,0,0,0,2015,6,3,Homewood South,9,13,42003130300,2,5,3-17,40.4548145448536,-79.8948294399795
"ATLANTA ST & GARFIELD AVE PITTSBURGH, PA 15212",1,0,0,0,1,0,2015,6,3,Central Northside,6,25,42003250300,1,1,1-21,40.4588136698561,-80.0126839619098
"4900 BLOCK KINCAID ST PITTSBURGH, PA",1,0,1,0,0,0,2015,6,3,Garfield,9,10,42003101700,2,5,3-4,40.467524623881,-79.944692448937
"300 BLOCK JUCUNDA ST PITTSBURGH, PA 15210",1,0,1,0,0,0,2015,6,3,Knoxville,3,30,42003300100,5,3,4-21,40.4170917448537,-79.9932429500465
"2100 BLOCK KOERNER AVE PITTSBURGH, PA 15214",1,0,0,1,0,0,2015,6,3,Perry South,6,25,42003261400,1,1,1-10,40.4644724553885,-80.0105823622413
"2600 BLOCK SALISBURY ST PITTSBURGH, PA 15210",1,0,1,0,0,0,2015,6,3,South Side Slopes,3,16,42003160800,3,3,4-22,40.4183603670613,-79.9710447793193
"300 BLOCK N CRAIG ST PITTSBURGH, PA 15213",1,0,0,0,1,0,2015,6,4,North Oakland,8,4,42003040400,3,4,2-9,40.4455675194512,-79.9491461815725
"7000 BLOCK BENNETT ST PITTSBURGH, PA 15208",1,0,1,0,0,0,2015,6,4,Homewood South,9,13,42003130300,2,5,3-17,40.4575467628153,-79.901450962527
"900 BLOCK PERALTA ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2015,6,4,East Allegheny,1,23,42003563200,1,1,1-5,40.4558321998641,-79.9947686192706
"4800 BLOCK MONONGAHELA ST PITTSBURGH, PA 15207",1,0,1,0,0,0,2015,6,4,Hazelwood,5,15,42003562300,3,4,2-13,40.4112919641888,-79.9426332284025
"PENN AVE & N NEGLEY AVE PITTSBURGH, PA 15206",1,0,1,0,0,0,2015,6,4,East Liberty,9,8,42003111500,2,5,3-8,40.4635121897205,-79.9306639767724
"FRANKSTOWN AVE & N BRADDOCK AVE PITTSBURGH, PA 15208",1,0,0,1,0,0,2015,6,5,Homewood South,9,13,42003130400,2,5,3-17,40.4559655486508,-79.8900241646949
"800 BLOCK ESTELLA AVE PITTSBURGH, PA 15210",1,0,0,1,0,0,2015,6,5,Beltzhoover,3,18,42003562400,5,3,4-21,40.4158027235094,-80.0005748575709
"1000 BLOCK SAW MILL RUN BLVD PITTSBURGH, PA 15226",1,0,1,0,0,0,2015,6,5,Mount Washington,2,19,42003191400,5,3,4-27,40.4249714432044,-80.0200329974939
"3000 BLOCK ARLINGTON AVE PITTSBURGH, PA 15210",1,0,1,0,0,0,2015,6,5,Arlington Heights,3,16,42003561600,3,3,4-22,40.4173449108972,-79.9656416888851
"3200 BLOCK DOWNING ST PITTSBURGH, PA 15219",1,0,0,1,0,0,2015,6,5,Polish Hill,7,6,42003060500,6,2,2-6,40.4582104249068,-79.9670476733717
"500 BLOCK LINCOLN AVE PITTSBURGH, PA 15206",1,0,1,0,0,0,2015,6,5,Larimer,9,12,42003120800,2,5,3-12,40.4610662679211,-79.9097548380336
"2700 BLOCK PIONEER AVE PITTSBURGH, PA 15226",1,0,1,0,0,0,2015,6,5,Brookline,4,19,42003191900,5,6,4-26,40.3949157120833,-80.0253213482213
"3500 BLOCK FLEMING AVE PITTSBURGH, PA 15212",1,0,1,0,0,0,2015,6,5,Brighton Heights,1,27,42003270300,1,1,1-14,40.4785954963994,-80.038477869206
"900 BLOCK GERRITT ST PITTSBURGH, PA 15208",1,0,1,0,0,0,2015,6,6,Homewood West,9,12,42003120700,2,5,3-17,40.458618928476,-79.9021402428927
"200 BLOCK HAZLETT ST PITTSBURGH, PA 15214",1,0,0,1,0,0,2015,6,6,Middle Hill,6,5,42003050100,3,2,2-5,40.4465526866258,-79.9715338582981
"BRUSHTON AVE & MOHLER ST PITTSBURGH, PA 15221",1,0,1,0,0,0,2015,6,6,Homewood North,9,13,42003130100,2,5,3-17,40.4605405467711,-79.8885130272097
"100 BLOCK E MC INTYRE AVE PITTSBURGH, PA 15214",1,0,1,0,0,0,2015,7,0,Perry South,6,26,42003261400,1,1,1-12,40.4685389638823,-80.011788521934
"LARIMER AVE & STATION ST PITTSBURGH, PA 15206",1,0,1,0,0,0,2015,7,0,East Liberty,9,11,42003111500,2,5,3-10,40.4619687481277,-79.9196801032443
"WRIGHTS WAY & S 18TH ST PITTSBURGH, PA 15203",1,1,0,0,0,0,2015,7,0,South Side Flats,3,17,42003170200,3,3,4-24,40.4292363448493,-79.9805170263058
"300 BLOCK WOODRUFF ST PITTSBURGH, PA 15211",1,0,1,0,0,0,2015,7,0,Mount Washington,2,19,42003190300,5,3,4-27,40.4309040497634,-80.0107576498142
"2400 BLOCK CHAUNCEY DR PITTSBURGH, PA 15219",1,0,1,0,0,0,2015,7,0,Bedford Dwellings,6,5,42003050900,3,2,2-5,40.4498408057687,-79.9746251357847
"1600 BLOCK PENNSYLVANIA AVE PITTSBURGH, PA 15233",1,0,1,0,0,0,2015,7,1,Chateau,6,21,42003980600,1,1,1-8,40.4532912780807,-80.0290513257979
"FRANKSTOWN AVE & EAST LIBERTY BLVD PITTSBURGH, PA 15206",1,0,1,0,0,0,2015,7,1,East Liberty,9,12,42003120800,2,5,3-10,40.4608138066626,-79.9158059461369
"7100 BLOCK THOMAS ST PITTSBURGH, PA 15208",1,0,0,1,0,0,2015,7,1,Point Breeze North,9,14,42003140500,2,4,3-14,40.4513526419101,-79.9022883001431
"2100 BLOCK ARLINGTON AVE PITTSBURGH, PA 15210",1,0,1,0,0,0,2015,7,1,Arlington,3,16,42003160800,3,3,4-22,40.4176808511035,-79.9772868505758
"6500 BLOCK FRANKSTOWN AVE PITTSBURGH, PA 15206",1,0,1,0,0,0,2015,7,1,Larimer,9,12,42003120800,2,5,3-10,40.4604152411552,-79.9137653117153
"7300 BLOCK IDLEWILD ST PITTSBURGH, PA 15208",1,0,1,0,0,0,2015,7,1,Homewood North,9,13,42003130200,2,5,3-17,40.4575042265969,-79.8937841049223
"JACKSON ST & CASANOVA WAY PITTSBURGH, PA 15206",1,0,1,0,0,0,2015,7,2,Highland Park,7,11,42003110200,2,5,3-9,40.4718839083334,-79.9227624130936
"1400 BLOCK CASEMENT ST PITTSBURGH, PA 15212",1,0,0,1,0,0,2015,7,2,Marshall-Shadeland,1,27,42003271500,1,1,1-14,40.4703820875276,-80.0320029791942
"100 BLOCK ROBERTS ST PITTSBURGH, PA 15219",1,0,1,0,0,0,2015,7,2,Crawford-Roberts,6,3,42003030500,3,2,2-1,40.4418283270984,-79.982998578919
"1100 BLOCK BRABEC ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2015,7,2,Troy Hill,1,24,42003240600,1,1,1-2,40.4585370614614,-79.9920340143178
"1200 BLOCK W NORTH AVE PITTSBURGH, PA 15233",1,0,1,0,0,0,2015,7,3,Manchester,6,21,42003210700,1,1,1-8,40.4528562692902,-80.0223229006823
"<100 BLOCK NATCHEZ ST PITTSBURGH, PA 15211",1,0,0,1,0,0,2015,7,3,Mount Washington,2,19,42003191400,5,3,4-27,40.4291036073664,-80.0090754118307
"200 BLOCK DUNSEITH ST PITTSBURGH, PA 15213",1,0,1,0,0,0,2015,7,3,West Oakland,6,4,42003040200,3,4,2-10,40.4404618937456,-79.9648851008813
"1000 BLOCK LAWNDALE ST PITTSBURGH, PA 15221",1,0,1,0,0,0,2015,7,3,Homewood North,9,13,42003130100,2,5,3-17,40.4557800518,-79.8816832769871
"1500 BLOCK ALTON ST PITTSBURGH, PA 15216",1,0,1,0,0,0,2015,7,3,Beechview,4,19,42003191600,5,6,4-28,40.4119210949843,-80.0212400542457
"500 BLOCK CHAUTAUQUA ST PITTSBURGH, PA 15214",1,0,1,0,0,0,2015,7,4,Perry South,6,26,42003261400,1,1,1-12,40.4652049157821,-80.0152187444409
"PERRYSVILLE AVE & N CHARLES ST PITTSBURGH, PA 15214",1,0,1,0,0,0,2015,7,4,Perry South,6,26,42003261400,1,1,1-23,40.4710138335634,-80.0086016916314
"2400 BLOCK SALISBURY ST PITTSBURGH, PA 15210",1,0,1,0,0,0,2015,7,4,South Side Slopes,3,16,42003160800,3,3,4-22,40.4187941355962,-79.9726355163284
"1000 BLOCK THEONA ST PITTSBURGH, PA 15210",1,0,0,0,1,0,2015,7,4,Carrick,4,29,42003290200,3,3,4-12,40.4059538329255,-79.9866880629447
"200 BLOCK PARKFIELD ST PITTSBURGH, PA 15210",1,0,0,0,0,1,2015,7,4,Carrick,4,29,42003290100,3,3,4-23,40.3920002697888,-79.9904142433744
"200 BLOCK JUCUNDA ST PITTSBURGH, PA 15210",1,0,1,0,0,0,2015,7,5,Knoxville,3,30,42003300100,5,3,4-6,40.417190555006,-79.9910522325694
"LARIMER AVE & ORPHAN ST PITTSBURGH, PA 15206",1,0,0,1,0,0,2015,7,5,Larimer,9,12,42003120400,2,5,3-12,40.466902399666,-79.9104142601687
"1100 BLOCK BUENTE ST PITTSBURGH, PA 15212",1,0,0,0,0,1,2015,7,5,Spring Hill-City View,1,26,42003262000,1,1,1-11,40.4665798716603,-79.9955738421156
"2900 BLOCK SHADELAND AVE PITTSBURGH, PA 15212",1,0,1,0,0,0,2015,7,5,Marshall-Shadeland,1,27,42003271500,1,1,1-14,40.4707029348676,-80.0304048905528
"MEMORY LN & WHITE HILL DR PITTSBURGH, PA 15219",1,0,1,0,0,0,2015,7,5,Bedford Dwellings,6,5,42003050900,3,2,2-1,40.4483240803432,-79.980534095399
"COLUMBO ST & N NEGLEY AVE PITTSBURGH, PA 15206",1,0,1,0,0,0,2015,7,5,East Liberty,9,11,42003111300,2,5,3-8,40.4681354397624,-79.9278633604693
"1300 BLOCK FIRTH ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2015,7,5,Spring Garden,1,24,42003241200,1,1,1-24,40.4617331859854,-79.988599212347
"500 BLOCK LINCOLN AVE PITTSBURGH, PA 15206",1,0,1,0,0,0,2015,7,5,Larimer,9,12,42003120800,2,5,3-12,40.4610662679211,-79.9097548380336
"400 BLOCK FLOWERS AVE PITTSBURGH, PA 15207",1,0,0,1,0,0,2015,7,5,Hazelwood,5,15,42003562300,3,4,2-13,40.4121131857322,-79.9379790810112
"7200 BLOCK JOSHUA ST PITTSBURGH, PA 15206",1,0,1,0,0,0,2015,7,5,Lincoln-Lemington-Belmar,9,12,42003561900,2,5,3-18,40.4704607965317,-79.8928037587996
"100 BLOCK PARKFIELD ST PITTSBURGH, PA 15210",1,0,0,0,1,0,2015,7,6,Carrick,4,29,42003290400,3,3,4-23,40.3913062841892,-79.9873681392311
"900 BLOCK SMITHTON AVE PITTSBURGH, PA 15212",1,0,1,0,0,0,2015,7,6,Marshall-Shadeland,1,27,42003271500,1,1,1-14,40.4751333954167,-80.0236171826162
"FRANKSTOWN AVE & BRUSHTON AVE PITTSBURGH, PA 15221",1,0,1,0,0,0,2015,7,6,Homewood South,9,13,42003130400,2,5,3-17,40.4555344380276,-79.8880963867104
"FRANKSTOWN AVE & N HOMEWOOD AVE PITTSBURGH, PA 15208",1,0,1,0,0,0,2015,7,6,Homewood South,9,13,42003130300,2,5,3-17,40.457404655664,-79.8963011488784
"300 BLOCK EAST OHIO ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2015,8,0,,,,42003563900,,1,,40.4125315408834,-79.8427960425285
"200 BLOCK CHESTER AVE PITTSBURGH, PA 15214",1,0,0,1,0,0,2015,8,0,Perry South,6,26,42003261400,1,1,1-12,40.467053730986,-80.0114246667325
"5800 BLOCK EAST LIBERTY BLVD PITTSBURGH, PA 15206",1,0,1,0,0,0,2015,8,0,East Liberty,9,11,42003111300,2,5,3-8,40.4667740769391,-79.9252435226896
"500 BLOCK CORA ST PITTSBURGH, PA 15221",1,0,1,0,0,0,2015,8,1,Homewood South,9,13,42003130400,2,5,3-17,40.4503942725611,-79.887811539929
"7000 BLOCK HERMITAGE ST PITTSBURGH, PA 15208",1,0,1,0,0,0,2015,8,1,Homewood North,9,13,42003130100,2,5,3-18,40.4612785483683,-79.899994646474
"1800 BLOCK LOWRIE ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2015,8,1,Troy Hill,1,24,42003240600,1,1,1-2,40.4647748878388,-79.9820187280316
"1000 BLOCK 5TH AVE PITTSBURGH, PA 15219",1,0,1,0,0,0,2015,8,1,Bluff,6,1,42003010300,3,2,2-4,40.4385727798308,-79.9908396644848
"6800 BLOCK HAMILTON AVE PITTSBURGH, PA 15208",1,0,1,0,0,0,2015,8,1,Homewood West,9,12,42003120700,2,5,3-17,40.4567041151292,-79.9066568305834
"7100 BLOCK UPLAND ST PITTSBURGH, PA 15208",1,0,0,0,0,1,2015,8,1,Homewood North,9,13,42003130100,2,5,3-18,40.4626173366275,-79.8973869919297
"BUENTE ST & RHINE ST PITTSBURGH, PA 15212",1,0,0,1,0,0,2015,8,1,Spring Hill-City View,1,26,42003262000,1,1,1-11,40.4663606463832,-79.9938114415761
"700 BLOCK ANAHEIM ST PITTSBURGH, PA 15219",1,0,0,1,0,0,2015,8,1,Upper Hill,6,5,42003050600,3,2,2-22,40.4526255342625,-79.9631641346142
"1300 BLOCK FERRIS CT PITTSBURGH, PA 15221",1,0,1,0,0,0,2015,8,2,Homewood North,9,13,42003130100,2,5,3-17,40.4595856873816,-79.8876404038453
"1600 BLOCK HAWTHORNE ST PITTSBURGH, PA 15206",1,0,0,1,0,0,2015,8,2,Stanton Heights,7,10,42003101800,2,5,3-7,40.4864105982458,-79.9327361577532
"200 BLOCK JUCUNDA ST PITTSBURGH, PA 15210",1,0,0,0,1,0,2015,8,3,Knoxville,3,30,42003300100,5,3,4-6,40.417190555006,-79.9910522325694
"AINSWORTH ST & MARLOW ST PITTSBURGH, PA 15220",1,0,0,0,0,1,2015,8,3,Elliott,2,20,42003562600,5,6,1-17,40.4436476060422,-80.0389571894863
"3200 BLOCK CENTRAL AVE PITTSBURGH, PA 15212",1,0,0,0,1,0,2015,8,3,Marshall-Shadeland,1,27,42003271500,1,1,1-14,40.4752511144187,-80.0273883588974
"200 BLOCK ELMORE ST PITTSBURGH, PA 15219",1,0,1,0,0,0,2015,8,3,Terrace Village,6,5,42003051100,3,2,2-1,40.4418354617292,-79.9754116022702
"600 BLOCK N SHERIDEN AVE PITTSBURGH, PA 15206",1,0,0,0,0,1,2015,8,3,East Liberty,9,11,42003111300,2,5,3-8,40.4667827000029,-79.9201162959431
"5400 BLOCK BROAD ST PITTSBURGH, PA 15206",1,0,1,0,0,0,2015,8,3,Garfield,9,11,42003111400,2,5,3-4,40.4654201034803,-79.9358071613606
"2600 BLOCK PERRYSVILLE AVE PITTSBURGH, PA 15214",1,0,1,0,0,0,2015,8,3,Perry South,6,26,42003261500,1,1,1-23,40.4711827668287,-80.0084511227419
"100 BLOCK E CARSON ST PITTSBURGH, PA 15210",1,0,1,0,0,0,2015,8,3,South Side Flats,3,17,42003170200,3,3,4-24,40.4285684808581,-79.9876493712047
"6600 BLOCK HAMILTON AVE PITTSBURGH, PA 15206",1,0,1,0,0,0,2015,8,3,Larimer,9,12,42003120800,2,5,3-10,40.457698841715,-79.9107607308275
"3500 BLOCK SHADELAND AVE PITTSBURGH, PA 15212",1,0,1,0,0,0,2015,8,3,Brighton Heights,1,27,42003270300,1,1,1-14,40.4793934957672,-80.034172514775
"300 BLOCK N ST CLAIR ST PITTSBURGH, PA 15206",1,0,1,0,0,0,2015,8,4,East Liberty,7,8,42003111500,2,5,3-23,40.4599815589684,-79.9308436633357
"300 BLOCK CEDAR AVE PITTSBURGH, PA 15212",1,0,1,0,0,0,2015,8,4,East Allegheny,1,22,42003563200,1,1,1-20,40.4508935599436,-80.0009078039902
"7300 BLOCK RACE ST PITTSBURGH, PA 15208",1,0,1,0,0,0,2015,8,4,Homewood North,9,13,42003130200,2,5,3-17,40.4581323896529,-79.8935067893674
"2ND AVE & HAZELWOOD AVE PITTSBURGH, PA 15207",1,0,1,0,0,0,2015,8,5,Hazelwood,5,15,42003562900,3,4,2-13,40.4113206355458,-79.9447270333924
"300 BLOCK S MURTLAND ST PITTSBURGH, PA 15208",1,0,0,1,0,0,2015,8,5,Point Breeze,8,14,42003140600,3,4,3-14,40.4488441699492,-79.9073802670603
"200 BLOCK FLOWERS AVE PITTSBURGH, PA 15207",1,0,1,0,0,0,2015,8,5,Hazelwood,5,15,42003562300,3,4,2-13,40.4101566962203,-79.9422715361284
"1900 BLOCK 5TH AVE PITTSBURGH, PA 15219",1,0,1,0,0,0,2015,8,5,Westwood,2,28,42003563100,5,6,1-18,40.4359838396036,-80.0520420475639
"5400 BLOCK 2ND AVE PITTSBURGH, PA 15207",1,0,1,0,0,0,2015,8,6,Hazelwood,5,15,42003562300,3,4,2-13,40.4025863966787,-79.9419544748119
"HAMILTON AVE & STERRETT ST PITTSBURGH, PA 15208",1,0,1,0,0,0,2015,8,6,Homewood South,9,13,42003130300,2,5,3-17,40.4541130332132,-79.8952339779732
"7100 BLOCK IDLEWILD ST PITTSBURGH, PA 15208",1,0,1,0,0,0,2015,8,6,Homewood North,9,13,42003130200,2,5,3-17,40.4586745531367,-79.8981961366599
"PAULSON AVE & DEAN ST PITTSBURGH, PA 15206",1,0,0,1,0,0,2015,8,6,Lincoln-Lemington-Belmar,9,12,42003120300,2,5,3-15,40.4679818160463,-79.9035541027441
"800 BLOCK GEARING AVE PITTSBURGH, PA 15210",1,0,0,0,1,0,2015,8,6,Beltzhoover,3,18,42003562400,5,3,4-16,40.415713124936,-80.0051268500841
"400 BLOCK EAST COMMONS PITTSBURGH, PA 15212",1,0,1,0,0,0,2015,8,6,Allegheny Center,1,22,42003562700,1,1,1-6,40.4501620540203,-80.0057810574071
"700 BLOCK JOHNSTON AVE PITTSBURGH, PA 15207",1,0,1,0,0,0,2015,8,6,Glen Hazel,5,15,42003562300,3,4,2-13,40.405805081466,-79.933455881494
"6500 BLOCK HAMILTON AVE PITTSBURGH, PA 15206",1,0,1,0,0,0,2015,8,6,Larimer,9,12,42003120800,2,5,3-10,40.4589924478051,-79.9142657236002
"100 BLOCK S 21ST ST PITTSBURGH, PA 15203",1,0,1,0,0,0,2015,9,0,,,,42003484600,,3,,40.3979112359223,-79.9030140162091
"7300 BLOCK RACE ST PITTSBURGH, PA 15208",1,0,0,1,0,0,2015,9,0,Homewood North,9,13,42003130200,2,5,3-17,40.4581323896529,-79.8935067893674
"1200 BLOCK ISLAND AVE PITTSBURGH, PA 15212",1,0,1,0,0,0,2015,9,0,California-Kirkbride,1,27,42003250700,1,1,1-9,40.4632186931824,-80.0256085395011
"1000 BLOCK ROTHPLETZ ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2015,9,0,Marshall-Shadeland,1,27,42003271500,1,1,1-14,40.4763895600209,-80.0233996402339
"800 BLOCK N LANG AVE PITTSBURGH, PA 15208",1,0,0,1,0,0,2015,9,0,Homewood South,9,13,42003130300,2,5,3-17,40.457030304493,-79.8986491084642
"PARKHURST ST & LORAINE ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2015,9,0,Central Northside,1,22,42003220600,1,1,1-6,40.4568814944927,-80.0056821953426
"S 15TH ST & ROLAND ST PITTSBURGH, PA 15203",1,0,1,0,0,0,2015,9,0,South Side Flats,3,17,42003170200,3,3,4-24,40.4285634613338,-79.9834385131345
"1200 BLOCK THELMA ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2015,9,1,Marshall-Shadeland,1,27,42003271500,1,1,1-14,40.4689872782724,-80.0271774539283
"1000 BLOCK WOODLOW ST PITTSBURGH, PA 15205",1,0,1,0,0,0,2015,9,1,Crafton Heights,2,28,42003281400,5,6,1-17,40.4458030664507,-80.0523889710639
"WYLIE AVE & CHAUNCEY ST PITTSBURGH, PA 15219",1,0,0,1,0,0,2015,9,2,Middle Hill,6,5,42003050100,3,2,2-5,40.4474157590177,-79.9733376323545
"5000 BLOCK STEELE CT PITTSBURGH, PA 15207",1,0,0,0,1,0,2015,9,2,Hazelwood,5,15,42003562300,3,4,2-13,40.4095132684597,-79.9396023727145
"1600 BLOCK SANDUSKY CT PITTSBURGH, PA 15212",1,0,1,0,0,0,2015,9,2,Central Northside,6,25,42003220600,1,1,1-10,40.4589236267468,-80.0055084339585
"FULTON ST & STEDMAN ST PITTSBURGH, PA 15233",1,0,1,0,0,0,2015,9,2,Manchester,6,21,42003210700,1,1,1-8,40.4538786427516,-80.0246087871495
"100 BLOCK LACLEDE ST PITTSBURGH, PA 15211",1,0,1,0,0,0,2015,9,2,Mount Washington,3,18,42003180700,5,3,4-5,40.4238075700052,-80.003152486922
"CHAUNCEY DR & BEDFORD AVE PITTSBURGH, PA 15219",1,0,0,1,0,0,2015,9,2,Bedford Dwellings,6,5,42003050900,3,2,2-5,40.4498121771878,-79.9746234202074
"7300 BLOCK RACE ST PITTSBURGH, PA 15208",1,0,1,0,0,0,2015,9,2,Homewood North,9,13,42003130200,2,5,3-17,40.4581323896529,-79.8935067893674
"900 BLOCK WOODLOW ST PITTSBURGH, PA 15205",1,0,1,0,0,0,2015,9,2,Crafton Heights,2,28,42003281400,5,6,1-17,40.4458191418835,-80.0523506900023
"FRANKSTOWN AVE & N HOMEWOOD AVE PITTSBURGH, PA 15208",1,0,1,0,0,0,2015,9,2,Homewood South,9,13,42003130300,2,5,3-17,40.457404655664,-79.8963011488784
"400 BLOCK WEST COMMONS PITTSBURGH, PA 15212",1,0,0,1,0,0,2015,9,2,Allegheny Center,1,22,42003562700,1,1,1-6,40.4501620540203,-80.0057810574071
"500 BLOCK SMITHFIELD ST PITTSBURGH, PA 15222",1,0,1,0,0,0,2015,9,2,Central Business District,6,2,42003020100,6,2,1-4,40.440340041992,-79.9981194717119
"100 BLOCK 11TH ST PITTSBURGH, PA 15222",1,0,1,0,0,0,2015,9,2,South Side Flats,3,17,42003170200,3,3,4-24,40.4274625663979,-79.9876285013227
"5300 BLOCK CORNWALL ST PITTSBURGH, PA 15224",1,0,1,0,0,0,2015,9,3,Garfield,9,10,42003101600,2,5,3-4,40.4701056365126,-79.9376644472082
"1800 BLOCK BEDFORD AVE PITTSBURGH, PA 15219",1,0,1,0,0,0,2015,9,3,Crawford-Roberts,6,3,42003030500,3,2,2-1,40.4452344372932,-79.9854164174093
"2600 BLOCK PERRYSVILLE AVE PITTSBURGH, PA 15212",1,0,1,0,0,0,2015,9,3,Perry South,6,26,42003261500,1,1,1-23,40.4711827668287,-80.0084511227419
"1200 BLOCK ISLAND AVE PITTSBURGH, PA 15212",1,0,1,0,0,0,2015,9,3,California-Kirkbride,1,27,42003250700,1,1,1-9,40.4632186931824,-80.0256085395011
"3400 BLOCK PORTOLA AVE PITTSBURGH, PA 15214",1,0,1,0,0,0,2015,9,3,Perry North,1,26,42003260700,1,1,1-15,40.4820334166321,-80.0121154564921
"3600 BLOCK CALIFORNIA AVE PITTSBURGH, PA 15212",1,0,1,0,0,0,2015,9,3,Brighton Heights,1,27,42003270100,1,1,1-14,40.4804207439451,-80.0408607014066
"100 BLOCK RHINE PL PITTSBURGH, PA 15212",1,0,1,0,0,0,2015,9,3,Spring Hill-City View,1,24,42003262000,1,1,1-24,40.4653596489546,-79.9920418451489
"4900 BLOCK GERTRUDE ST PITTSBURGH, PA 15207",1,0,1,0,0,0,2015,9,4,Hazelwood,5,15,42003562300,3,4,2-13,40.4102914998156,-79.9426106154375
"800 BLOCK GRAY ST MCKEES ROCKS, PA 15136",1,0,1,0,0,0,2015,9,4,,,,42003464400,,OSC,,40.4686563044245,-80.0622284260811
"1300 BLOCK JEFFERS ST PITTSBURGH, PA 15204",1,0,0,1,0,0,2015,9,4,Sheraden,2,20,42003202200,5,6,1-16,40.4538670230583,-80.0650878274151
"200 BLOCK BURROWS ST PITTSBURGH, PA 15213",1,0,1,0,0,0,2015,9,4,Terrace Village,6,4,42003040200,3,2,2-10,40.4385720822129,-79.9680706037299
"HOLYOKE ST & CHAUTAUQUA ST PITTSBURGH, PA 15214",1,0,1,0,0,0,2015,9,4,Perry South,6,26,42003261400,1,1,1-12,40.4654196354318,-80.0141540492968
"N LANG AVE & RACE ST PITTSBURGH, PA 15208",1,0,1,0,0,0,2015,9,4,Homewood North,9,13,42003130100,2,5,3-17,40.4593381730243,-79.897975828144
"2000 BLOCK 5TH AVE PITTSBURGH, PA 15219",1,0,1,0,0,0,2015,9,4,Bluff,6,1,42003010300,3,2,2-1,40.4380106868591,-79.9775329065649
"2100 BLOCK PARK HILL DR PITTSBURGH, PA 15221",1,0,0,1,0,0,2015,9,5,East Hills,9,13,42003130600,2,5,3-19,40.4529606359974,-79.8740246842376
"1900 BLOCK BROWNSVILLE RD PITTSBURGH, PA 15210",1,0,0,1,0,0,2015,9,5,Carrick,4,29,42003290100,3,3,4-12,40.3960603966567,-79.9875088066487
"1200 BLOCK BROOKLINE BLVD PITTSBURGH, PA 15226",1,0,1,0,0,0,2015,9,5,Brookline,4,19,42003191800,5,6,4-26,40.3919435731859,-80.0129939178464
"N EUCLID AVE & WELLESLEY AVE PITTSBURGH, PA 15206",1,0,1,0,0,0,2015,9,5,Highland Park,7,11,42003110200,2,5,3-9,40.4730519958637,-79.9214607266117
